GVK_ID	DRUG_NAME	LAST_SIGNIFICANT_UPDATE	STATUS	REASON_WITHDRAWN	REMARKS	DRUG_DOSE	HIGHEST_PHASE_TRIAL	MODE_OF_ACTION	DATABASE_NAME	HIGHEST_PHASE_ALL	APPROVAL_DATE	STD_HIGHEST_PHASE_ALL	FLAG	COMPANY_NAME	GVK_ID_1	FLAG_1	APPROVAL_YEAR	LAST_SIGNIFICANT_UPDATE_YEAR
5915733	ARR 17779	7/4/1999					No Development	Nicotinic acetylcholine receptor alpha7 agonist	CCD	No Development - Anxiety disorders, Cognition disorder		No Development		ASTRA ARCUS USA	5915733		1995	1999
5916507	AZM-475271	12/11/2006					No Development	Src tyrosine kinase inhibitor	CCD	No Development - Cancer; Preclinical - Cancer		No Development; Preclinical		ASTRAZENECA PLC	5916507		1995	2006
5917187	AZD-6244	June 30, 2015					Phase III	MEK1 protein kinase inhibitor; MEK2 inhibitor	CCD	Phase III - KRAS mutant non-small cell lung cancer, Thyroid cancer, Uveal melanoma; Phase I - Solid Tumours, Multiple myeloma, Inflammation, Solid tumor; Phase II - Colorectal tumor, Melanoma, Non-small-cell lung Cancer, Pancreas tumor		Phase III; Phase II; Phase I		ASTRAZENECA PLC	5917187		1995	2015
5917204	AZD-1981	July 31, 2012					Phase II	Prostaglandin D2 receptor 2 antagonist	CCD	Phase II - Chronic obstructive pulmonary disease, Asthma		Phase II		ASTRAZENECA PLC	5917204		1995	2012
5916702	NCQ 616	7/4/1999					No Development	Dopamine receptor D2 antagonist	CCD	No Development - Psychotic disorders		No Development		ASTRAZENECA	5916702		1995	1999
5918066	AZD-5904	July 31, 2012					Discontinued	Myeloperoxidase inhibitor	CCD	Discontinued - Chronic obstructive pulmonary disease, Multiple sclerosis		Discontinued		ASTRAZENECA PLC	5918066		1995	2012
5918069	AZD4877	March 10, 2014		AZD4877 was discontinued from development due to insufficient clinical activity			Discontinued	Kinesin family member 11 inhibitor	CCD	Phase I - Neoplasm; Phase II - Bladder carcinoma; Discontinued - Solid tumor, Hematological carcinoma		Phase I; Phase II; Discontinued	JAN12_3	ASTRAZENECA PLC	5918069	MAR14_4	1995	2014
5918069	AZD4877	March 10, 2014		AZD4877 was discontinued from development due to insufficient clinical activity			Discontinued	Kinesin family member 11 inhibitor	CCD	Phase I - Neoplasm; Phase II - Bladder carcinoma; Discontinued - Solid tumor, Hematological carcinoma		Phase I; Phase II; Discontinued	JAN12_3	ASTRAZENECA PLC	5918069	JAN12_3	1995	2014
5917618	AZD-9684	December 26, 2013					Discontinued	Carboxypeptidase U inhibitor; Fibrinolysis stimulator	CCD	Discontinued - Thrombosis; Phase II - Pulmonary embolism		Discontinued; Phase II		ASTRAZENECA PLC	5917618		1995	2013
5918527	AZD-3783	May 17, 2012		In 2008 January 28, AstraZeneca had discontinued development of AZD-3783, an agent thought to have potential in the treatment of anxiety and depression			Discontinued	Antidepressant; Anxiolytic	CCD	Discontinued - Anxiety disorder, Depression; Phase I - Anxiety disorder, Major depressive disorder		Discontinued; Phase I		ASTRAZENECA PLC	5918527		1995	2012
5918177	AZD-4769	May 17, 2012					Discontinued	Antiproliferative	CCD	Discontinued - Dyslipidemia; Phase I - Lipid metabolism disorder; Preclinical - Lipid metabolism disorder		Discontinued; Phase I; Preclinical		ASTRAZENECA PLC	5918177		1995	2012
5918179	AZD-5672	May 17, 2012		AZD-5672 was discontinued in 2009 from clinical development due to lack of efficacy in rheumatoid arthritis			Discontinued	C-C chemokine receptor type 5 antagonist	CCD	Discontinued - Rheumatoid arthritis; Phase I - Rheumatoid arthritis		Discontinued; Phase I	JAN12_3	ASTRAZENECA PLC	5918179	JAN12_3	1995	2012
5915756	ARC 13950	11/29/2001					No Development	NMDA receptor antagonist	CCD	No Development - Epilepsy		No Development		ASTRAZENECA R&D CHARNWOOD	5915756		1995	2001
5915759	ZD 4054	February 09, 2015					Discontinued	Endothelin A receptor antagonist	CCD	Discontinued - PROSTATE CANCER; Phase III - PROSTATE CANCER; Phase II - INTERMITTENT CLAUDICATION, PERIPHERAL ARTERIAL DISEASE		Discontinued; Phase III; Phase II		ASTRAZENECA PLC	5915759	MAR14_4	1995	2015
5915759	ZD 4054	February 09, 2015					Discontinued	Endothelin A receptor antagonist	CCD	Discontinued - PROSTATE CANCER; Phase III - PROSTATE CANCER; Phase II - INTERMITTENT CLAUDICATION, PERIPHERAL ARTERIAL DISEASE		Discontinued; Phase III; Phase II		ASTRAZENECA PLC	5915759		1995	2015
5915760	ZD 4974	1/20/2006					No Development	Neurokinin 1 receptor antagonist; Neurokinin 2 receptor antagonist	CCD	No Development - Depression, Emesis, Inflammatory bowel disease, Pain, Anxiety disorders, Arthritis, Asthma, Micturition disorder, Cough, Major depressive disorder		No Development		ASTRAZENECA	5915760		1995	2006
5916170	BUCICLOVIR	9/1/2003					Preclinical	DNA synthesis inhibitor	CCD	Preclinical - Herpes simplex virus infection		Preclinical		ASTRAZENECA	5916170		1995	2003
5916339	AR-C89855	May 10, 2012					Discontinued	Dopamine receptor D1 agonist; Beta-2 adrenergic receptor agonist	CCD	Discontinued - Chronic obstructive pulmonary disease; Preclinical - Asthma, Chronic obstructive pulmonary disease		Discontinued; Preclinical		ASTRA ZENECA	5916339		1995	2012
5916517	CYC-103	2/15/2007					Preclinical	CDK inhibitor	CCD	Preclinical - Cancer; No Development - Cancer		Preclinical; Discontinued		ASTRAZENECA PLC	5916517		1995	2007
5916520	NU-6102	2/16/2007					Preclinical	CDK inhibitor	CCD	Preclinical - Cancer		Preclinical		ASTRAZENECA PLC	5916520		1995	2007
5917492	EXHERIN	August 14, 2015					No Development	Cadherin-2 antagonist; Angiogenesis inhibitor; Cell adhesion inhibitor	CCD	No Development - Cancer; Phase II - Cancer		No Development; Phase II		ASTRAZENECA PLC	5917492		1995	2015
5916559	AZD-1152	June 30, 2015					Discontinued	Aurora kinase B inhibitor	CCD	Discontinued - Solid tumors; Phase III - Solid tumors, Acute myeloid leukemia; Phase II - Diffuse large B-cell lymphoma		Discontinued; Phase III; Phase II		ASTRAZENECA PLC	5916559		1995	2015
5917362	AZD7545	9/30/2005					Discontinued	Pyruvate dehydrogenase kinase 2 inhibitor	CCD	Discontinued - Diabetes mellitus		Discontinued		ASTRAZENECA PLC	5917362		1995	2005
5918114	D-9421-C	June 09, 2014					Launched	Corticosteroid agonist	DD	Phase I - Crohns disease; Launched - Crohns disease		Phase I; Launched		ASTRAZENECA PLC	5918114		1995	2014
5917252	AZD2479	December 26, 2013		In April 2007 AstraZeneca terminated its 2005 licensing agreement with AVANIR for the development of AZD-2479. As a consequence, AstraZeneca discontinued further development of the compound.			Discontinued	Reverse cholesterol transport enhancer	CCD	Discontinued - Hyperlipidemia; Phase I - Dyslipidemia		Discontinued; Phase I		ASTRAZENECA PLC	5917252		1995	2013
5917402	AZD-6357	January 31, 2008					Discontinued	Anti-inflammatory	CCD	Discontinued - Osteoarthritis; Preclinical - Osteoarthritis		Discontinued; Preclinical		ASTRAZENECA PLC	5917402		1995	2008
5918135	AZD-8955	October 01, 2013					Discontinued	Matrix metalloproteinase inhibitor; Aggrecanase inhibitor	CCD	Discontinued - Osteoarthritis; No Development - Cancer; Phase II - Osteoarthritis; Preclinical - Cancer		Discontinued; No Development; Phase II; Preclinical		ASTRAZENECA PLC	5918135		1995	2013
5916762	GALNON	5/3/2005					Preclinical	Galanin receptor agonist	CCD	Preclinical - Epilepsy		Preclinical		ASTRAZENECA	5916762		1995	2005
5916773	ARC 63012 AR	7/4/1999					No Development	Dopamine receptor D1 agonist	CCD	No Development - Heart failure		No Development		ASTRAZENECA R&D CHARNWOOD	5916773		1995	1999
5916774	ARC 68164AA	6/6/2000					No Development	Beta-2 adrenergic receptor agonist; Dopamine receptor D2 agonist	CCD	No Development - Asthma, Chronic Obstructive Pulmonary Disease		No Development		ASTRAZENECA	5916774		1995	2000
5916775	ARC 68475AA	6/6/2000					No Development	Beta-2 adrenergic receptor agonist; Dopamine receptor D2 agonist	CCD	No Development - Asthma, Chronic Obstructive Pulmonary Disease		No Development		ASTRAZENECA	5916775		1995	2000
5916776	ARC 69457AA	6/6/2000					No Development	Beta-2 adrenergic receptor agonist; Dopamine receptor D2 agonist	CCD	No Development - Asthma, Chronic Obstructive Pulmonary Disease		No Development		ASTRAZENECA	5916776		1995	2000
5916946	LOMEGUATRIB	March 07, 2014		Astrazeneca discontinued the development of LOMEGUATRIB, due to factor involved in the resistance of tumors to methylating agents and nitrosureas.			Discontinued	O6-Alkylguanine-DNA alkyltransferase inhibitor	CCD	Phase II - Solid tumor, Metastatic melanoma, Colorectal carcinoma; Discontinued - Solid tumor, Metastatic melanoma		Phase II; Discontinued		ASTRAZENECA PLC	5916946		1995	2014
5916972	D 7193	5/27/2002					Discontinued	Cyclooxygenase inhibitor	CCD	Discontinued - Asthma		Discontinued		ASTRA MERCK INC	5916972		1995	2002
5916972	D 7193	5/27/2002					Discontinued	Cyclooxygenase inhibitor	CCD	Discontinued - Asthma		Discontinued		ASTRA AB	5916972		1995	2002
5917253	AZD3355	March 11, 2015		Development of compound for the treatment of gastroesophageal reflux disease has been discontinued due to failure of the compound to achieve a meaningful symptom benefit in phase IIb study.			Discontinued	GABAB receptor agonist	CCD	Phase II - GASTROESOPHAGEAL REFLUX DISEASE; Preclinical - CHRONIC COUGH; Discontinued - GASTROESOPHAGEAL REFLUX DISEASE		Discontinued; Phase II; Preclinical		ASTRAZENECA PLC	5917253		1995	2015
5917254	AZD2392	February 1, 2008					Discontinued	Anti-inflammatory	CCD	Discontinued - Asthma, Rhinitis; Preclinical - Asthma, Rhinitis		Discontinued; Preclinical		ASTRAZENECA PLC	5917254		1995	2008
5917255	AZD2207	January 1, 2011					Discontinued	Hypoglycemic	CCD	Phase 1 - Obesity, Diabetes mellitus; Discovery - Obesity, Diabetes mellitus; Discontinued - Obesity, Diabetes mellitus		Phase I; Discovery; Discontinued		ASTRAZENECA PLC	5917255		1995	2011
5917256	AZD1940	January 1, 2011		Discontinued due to CNS-retaled site effects			Discontinued	Analgesic	CCD	Discontinued - Pain; Preclinical - Pain		Discontinued; Preclinical		ASTRAZENECA PLC	5917256		1995	2011
5917277	AZD-0837	May 15, 2012		Discontinued due to Gastrointestinal disorders			Discontinued	Thrombin inhibitor; Coagulation inhibitor	CCD	Discontinued - Thrombosis; Phase II - Thrombosis; Phase I - Thrombosis		Discontinued; Phase II; Phase I		ASTRAZENECA PLC	5917277		1995	2012
5917278	AZD1080	June 11, 2009					Discontinued	Glycogen synthase kinase antagonist; Tau aggregation inhibitor	CCD	Discontinued - Alzheimer's disease; Phase 1 - Alzheimer's disease		Discontinued; Phase I		ASTRAZENECA PLC	5917278		1995	2009
5917279	AZD9272	March 16, 2009					Preclinical	Metabotropic glutamate receptor 1 antagonist; CNS modulator	CCD	Discovery - Neurological disease; Phase 1 - Neuropathic pain, Neurological disease; Discontinued - Gastroesophageal reflux, Neurological disease, Neuropathic pain		Discovery; Phase I; Discontinued		ASTRAZENECA PLC	5917279		1995	2009
5917280	AZD7009	2/8/2007					Discontinued	Potassium channel blocker	CCD	Discontinued - Atrial fibrillation		Discontinued		ASTRAZENECA PLC	5917280		1995	2007
5917281	AZD1092	6/21/2006					Discontinued	Hypoglycemic	CCD	Discontinued - Diabetes mellitus		Discontinued		ASTRAZENECA PLC	5917281		1995	2006
5917282	AZD1175	September 1, 2009					Discontinued	Hypoglycemic	CCD	Discontinued - Diabetes mellitus, Obesity; Phase 1 - Diabetes mellitus, Obesity		Discontinued; Phase I		ASTRAZENECA PLC	5917282		1995	2009
5917401	AZD-3778	January 1, 2011		Failure to meet their target profiles			Discontinued	CC-chemokine receptor-3 antagonist; Histamine H1 receptor antagonist	CCD	Phase 2 - Rhinitis; Phase 1 - Asthma, Rhinitis; Discontinued - Asthma, Rhinitis		Phase II; Phase I; Discontinued		ASTRAZENECA PLC	5917401		1995	2011
5917403	AZD-3342	December 26, 2013		AstraZeneca discontinued the development of AZD-3342 for the treatment of chronic obstructive pulmonary disease as a result of its failure to meet its target product profiles.			Discontinued	Proteinase inhibitor	CCD	Discontinued - Chronic obstructive pulmonary disease; Phase I - Chronic obstructive pulmonary disease		Discontinued; Phase I		ASTRAZENECA PLC	5917403		1995	2013
5917404	AZD-8309	January 1, 2011		Discontinued as a result of its failure to meet its target product profiles			Discontinued	Chemokine receptor antagonist	CCD	Phase 1 - Chronic Obstructive Pulmonary Disease, Rheumatoid arthritis; Discovery - Chronic Obstructive Pulmonary Disease, Rheumatoid arthritis; Discontinued - Chronic Obstructive Pulmonary Disease, Rheumatoid arthritis		Phase I; Discovery; Discontinued		ASTRAZENECA PLC	5917404		1995	2011
5917405	AZD-9056	July 31, 2012		Discontinued the development of AZD9056 for the treatment of rheumatoid arthritis due to lack of efficacy			Discontinued	P2X7 purinoceptor antagonist	CCD	Discontinued - Osteoarthritis, Chronic obstructive pulmonary disease, Inflammatory bowel disease, Rheumatoid arthritis		Discontinued		ASTRAZENECA PLC	5917405		1995	2012
5918277	DAPAGLIFLOZIN	January 17, 2014	PRESCRIPTION DRUG			Single oral dose of 10 mg per day	Launched	Sodium/glucose cotransporter 2 inhibitor	DD	Launched - Diabetes mellitus Type 2	November 12, 2012	Launched		ASTRAZENECA PLC	5918277		2012	2014
5918287	AZD-6370	May 17, 2012					Discontinued	Glucokinase activator	CCD	Discontinued - Non-insulin dependent diabetes mellitus; Preclinical - Diabetes mellitus		Discontinued; Preclinical		ASTRAZENECA PLC	5918287		1995	2012
5918811	AZD8931	June 05, 2014					Phase II	EPIDERMAL GROWTH FACTOR RECEPTOR INHIBITOR; ERBB2 INHIBITOR; ERBB3 INHIBITOR	CCD	Phase II - Non-small cell lung cancer; Discontinued - Metastatic breast cancer		Phase II; Discontinued		ASTRAZENECA PLC	5918811		1995	2014
5918813	AZD1845	9/25/2007					Preclinical	Anticancer	CCD	Preclinical - Solid tumor		Preclinical		ASTRAZENECA PLC	5918813		1995	2007
5918814	AZD8330	June 04, 2014		Development of the compound has been discontinued due to safety and efficacy concerns			Discontinued	MEK1/2 kinase inhibitor	CCD	Discontinued - Solid tumor; Phase I - Solid tumor		Discontinued; Phase I		ASTRAZENECA PLC	5918814		1995	2014
5918815	AZD3646	May 17, 2012		In 2007 October 8, AstraZeneca had discontinued development of AZD-3646			Discontinued	Anticancer	CCD	Discontinued - Hematological malignancies, Solid tumor; Preclinical - Cancer		Discontinued; Preclinical		ASTRAZENECA PLC	5918815		1995	2012
5918816	AZD1305	May 15, 2012					Discontinued	L-type Calcium channel, Sodiun channel, Potassium channel blocker	CCD	Discontinued - Atrial fibrillation; Phase I - Heart arrhythmia; Preclinical - Heart arrhythmia		Discontinued; Phase I; Preclinical	JAN12_3	ASTRAZENECA PLC	5918816	JAN12_3	1995	2012
5918817	AZD4121	May 06, 2014					Discontinued	Cholesterol absorption inhibitor	CCD	Phase II - DYSLIPIDEMIA; Discontinued - DYSLIPIDEMIA		Phase II; Discontinued		ASTRAZENECA PLC.	5918817	MAY14_5	1995	2014
5918817	AZD4121	May 06, 2014					Discontinued	Cholesterol absorption inhibitor	CCD	Phase II - DYSLIPIDEMIA; Discontinued - DYSLIPIDEMIA		Phase II; Discontinued		ASTRAZENECA PLC	5918817		1995	2014
5918818	AZD8081	8/13/2007					Discontinued	Gastrointestinal system agent	CCD	Discontinued - Functional bowel disorder; Preclinical - Functional bowel disorder		Discontinued; Preclinical	JAN12_3	ASTRAZENECA PLC	5918818	JAN12_3	1995	2007
5918819	AZD9335	8/13/2007					Discontinued	Gastrointestinal system agent; Analgesic	CCD	Discontinued - Gastroesophageal reflux, Neuropathic pain; Preclinical - Gastroesophageal reflux, Neuropathic pain		Discontinued; Preclinical		ASTRAZENECA PLC	5918819		1995	2007
5918820	AZD6538	8/13/2007					Discontinued	Analgesic	CCD	Discontinued - Gastroesophageal reflux, Neuropathic pain; Preclinical - Gastroesophageal reflux, Neuropathic pain		Discontinued; Preclinical		ASTRAZENECA PLC	5918820		1995	2007
5918821	AZD6605	May 17, 2012					Discontinued	Anti-inflammatory	CCD	Discontinued - Osteoarthritis; Preclinical - Osteoarthritis		Discontinued; Preclinical		ASTRAZENECA PLC	5918821		1995	2012
5919363	AZD-5099	June 11, 2014		Development of compound has been discontinued due to the lack of safety and efficacy			Discontinued	DNA gyrase inhibitor	CCD	Discontinued - Infectious disease; Phase I - Infectious disease		Discontinued; Phase I		ASTRAZENECA PLC	5919363		1995	2014
5919364	AZD-5329	4/13/2007					Preclinical		CCD	Preclinical - Functional gastrointestinal disease		Preclinical		ASTRAZENECA PLC	5919364		1995	2007
5919365	AZD-5861	4/12/2007					Preclinical	Lipid metabolism modulator	CCD	Preclinical - Dyslipidaemia		Preclinical		ASTRAZENECA PLC	5919365		1995	2007
5919366	AZD-6280	May 17, 2012					Discontinued	Anxiolytic	CCD	Discontinued - Anxiety disorder; Preclinical - Anxiety		Discontinued; Preclinical	JAN12_3	ASTRAZENECA PLC	5919366	JAN12_3	1995	2012
5918822	AZD9343	April 13, 2007		By June 2006, the drug's development had been discontinued			Discontinued	GABA(B) receptor agonist	CCD	Phase 1 - Gastro esophageal reflux disease; Preclinical - Gastro esophageal reflux disease; Discontinued - Gastro esophageal reflux disease		Phase I; Preclinical; Discontinued	JAN12_3	ASTRAZENECA PLC	5918822	JAN12_3	1995	2007
5918823	AZD2914	4/23/2007		Withdrawn due to risk of teratogenicity			Discontinued	Anti-inflammatory	CCD	Discontinued - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease		Discontinued; Preclinical		ASTRAZENECA PLC	5918823		1995	2007
5918824	AZD1236	July 31, 2012					Discontinued	Matrix metalloproteinase 9 inhibitor; Matrix metalloproteinase 12 inhibitor	CCD	Discontinued - Chronic obstructive pulmonary disease, Cystic fibrosis		Discontinued		ASTRAZENECA PLC	5918824		1995	2012
5918825	AZD4818	May 17, 2012		AZD-4818 was discontinued in 2008 for the treatment of COPD following the outcome of clinical efficacy studies that failed to support further investment.			Discontinued	C-C chemokine receptor type 1 antagonist	CCD	Discontinued - Chronic obstructive pulmonary disease; Phase I - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease		Discontinued; Phase I; Preclinical	JAN12_3	ASTRAZENECA PLC	5918825	JAN12_3	1995	2012
5919539	KU-60019	April 16, 2007					Preclinical	Ataxia telangiectasia mutated inhibitor	CCD	Preclinical - Cancer, Retrovirus infection		Preclinical	JAN12_3	ASTRAZENECA PLC	5919539	JAN12_3	1995	2007
5920480	AXC-3742	July 17, 2002					No Development	Opioid modulator	CCD	No Development - Pain; Preclinical - Pain		No Development; Preclinical	JUN10	ASTRA AB; ALANEX	5920480	JUN10	1995	2002
5919367	AZD-6918	January 1, 2011					Discontinued	Antitumour	CCD	Discontinued - Solid tumor; Phase I - Solid tumor; Preclinical - Solid tumor		Phase I		ASTRAZENECA PLC	5919367		1995	2011
5919368	AZD-7903	2/13/2007					Preclinical	Analgesic	CCD	Preclinical - Analgesia		Preclinical		ASTRAZENECA PLC	5919368		1995	2007
5919369	AZD-8075	February 23, 2009					Discontinued	Anti-inflammatory	CCD	Discontinued - Asthma, Chronic obstructive pulmonary disease; Phase I - Asthma, Chronic obstructive pulmonary disease		Discontinued; Phase I		ASTRAZENECA PLC	5919369		1995	2009
5919370	AZD-8848	September 18, 2015		Due to lack of safety/Efficacy results.			Discontinued	Toll-like receptor 7 agonist	CCD	Discontinued - Asthma; Phase II - Bronchial asthma, Allergic rhinitis; Phase I - Butyrylcholinesterase deficiency		Discontinued; Phase II; Phase I	JAN12_3	ASTRAZENECA PLC	5919370	JAN12_3	1995	2015
5919371	AZD-9468	4/20/2007					Preclinical	Antitumor	CCD	Preclinical - Solid tumours		Preclinical		ASTRAZENECA PLC	5919371		1995	2007
5920058	AZD-6213	8/7/2009					No Development	Anti-inflammatory	CCD	Preclinical - Chronic obstructive pulmonary disease; No Development - Chronic obstructive pulmonary disease		Preclinical; No Development	JAN10	ASTRAZENECA PLC.	5920058	JAN10	1995	2009
5920059	AZD-6302	8/7/2009					No Development	Antibacterial	CCD	Preclinical - MRSA infection; No Development - MRSA infection		Preclinical; No Development	JAN10	ASTRAZENECA PLC.	5920059	JAN10	1995	2009
5920060	AZD-7420	8/7/2009					No Development	Anti-inflammatory	CCD	Preclinical - Chronic obstructive pulmonary disease; No Development - Chronic obstructive pulmonary disease		Preclinical; No Development	JAN10	ASTRAZENECA PLC	5920060	JAN10	1995	2009
5920367	AZD-8329	March 12, 2014		Development of compound was discontinued due to lack of safety and efficacy			Discontinued	11-Beta hydroxysteroid dehydrogenase inhibitor	CCD	Phase I - Obesity, Type-2 diabetes; Discontinued - Diabetes		Phase I; Discontinued	MAR10	ASTRAZENECA PLC	5920367	MAR14_4	1995	2014
5920368	AZD-8418	March 13, 2014					Discontinued	Glutamatergic modulator	CCD	Phase I - Schizophrenia; Discontinued - Schizophrenia		Phase I; Discontinued	MAR10	ASTRAZENECA PLC	5920368	MAR14_4	1995	2014
5920369	AZD-9742	March 13, 2014		Development of AZD-9742 was discontinued due to lack of safety and efficacy.			Discontinued	Antibacterial	CCD	Phase I - Methicillin-resistant staphylococcus aureus infection; Discontinued - Methicillin-resistant staphylococcus aureus infection		Phase I; Discontinued	MAR10	ASTRAZENECA PLC	5920369	MAR14_4	1995	2014
5918316	D-3800	6/19/2007					Discontinued	Appetite suppressant; Antiobesity	CCD	Discontinued - Obesity		Discontinued		ASTRA AB	5918316		1995	2007
5919204	AZD-5069	March 28, 2016					Phase II	CXCR2 CHEMOKINE RECEPTOR ANTAGONIST	CCD	Phase II - ASTHMA, BRONCHIECTASIS, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase II		ASTRAZENECA PLC	5919204	APR16	1995	2016
5919204	AZD-5069	March 28, 2016					Phase II	CXCR2 CHEMOKINE RECEPTOR ANTAGONIST	CCD	Phase II - ASTHMA, BRONCHIECTASIS, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase II		ASTRAZENECA PLC	5919204		1995	2016
5918826	AZD9668	May 22, 2014					Discontinued	Neutrophil elastase inhibitor	CCD	Discontinued - Chronic obstructive pulmonary disease; Phase II - Chronic obstructive pulmonary disease, Cystic Fibrosis		Discontinued; Phase II	JAN12_3	ASTRAZENECA PLC	5918826	JAN12_3	1995	2014
5918827	AZD9215	8/13/2007		Withdrawn due to toxicity problems when used to irrigate wounds and ineffective for the treatment of urinary tract infections			Discontinued	Anti-inflammatory	CCD	Discontinued - Asthma; Preclinical - Asthma		Discontinued; Preclinical		ASTRAZENECA PLC	5918827		1995	2007
5918828	AZD1678	8/13/2007		Withdrawn due to toxicity problems when used to irrigate wounds and ineffective for the treatment of urinary tract infections			Discontinued	Anti-inflammatory	CCD	Discontinued - Asthma; Preclinical - Asthma		Discontinued; Preclinical		ASTRAZENECA PLC	5918828		1995	2007
5919013	A-831	9/7/2007					Phase II	RNA polymerase inhibitor; HCV NS5a inhibitor	CCD	Phase II - Hepatitis C virus infection; Discontinued - Hepatitis C virus infection		Phase II; Discontinued		ASTRAZENECA PLC.	5919013		1995	2007
5919013	A-831	9/7/2007					Phase II	RNA polymerase inhibitor; HCV NS5a inhibitor	CCD	Phase II - Hepatitis C virus infection; Discontinued - Hepatitis C virus infection		Phase II; Discontinued		ASTRAZENECA PLC	5919013		1995	2007
5919380	AZ-12304146	4/12/2007					Preclinical	Beta-site APP-cleaving enzyme inhibitor; Beta-amyloid synthesis inhibitor	CCD	Preclinical - Alzheimer's disease		Preclinical		ASTRAZENECA PLC	5919380		1995	2007
5919047	FG-4592	February 12, 2014					Phase III	Hypoxia-inducible factor prolyl hydroxylase inhibitor	CCD	Phase III - ANEMIA IN CHRONIC KIDNEY DISEASE		Phase III	JAN12_3	ASTRAZENECA PLC	5919047	JAN12_3	1995	2014
5922949	LAS-333	May 24, 2002					No Development	Analgesic	CCD	No Development - Pain		No Development	DEC10	AstraZeneca Canada Inc. (AstraZeneca plc)	5922949	DEC10	1995	2002
5919953	AZD-3409	3/30/2009					Discontinued	Farnesyltransferase inhibitor	CCD	Phase I - Solid tumor; Preclinical - Solid tumor; Discontinued - Solid tumor		Preclinical; Phase I; Discontinued	JAN10	ASTRAZENECA PLC.	5919953	JAN10	1995	2009
5920704	(S)-(-)-AR-A 008055	December 6, 2005					No Development	GABA A receptor agonist	CCD	No Development - Neurotoxicity drug-induced, Neurodegenerative disease; Preclinical - Neurotoxicity drug-induced, Neurodegenerative disease		No Development; Preclinical	JUN10	ASTRAZENECA PLC.	5920704	JUN10	1995	2005
5918350	AZD-1656	July 15, 2015					Discontinued	Glucokinase activator	CCD	Discontinued - Type 2 diabetes mellitus; Phase II - Type 2 diabetes mellitus; Preclinical - Obesity		Discontinued; Phase II; Preclinical		ASTRAZENECA PLC	5918350		1995	2015
5918351	AZD-3988	May 17, 2012		In January 28, 2008  AstraZeneca is no longer developing AZD-3988 for the treatment of obesity and diabetes			Discontinued	Hypoglycemic	CCD	Discontinued - Metabolic disorders; Preclinical - Obesity, Diabetes mellitus		Discontinued; Preclinical		ASTRAZENECA PLC	5918351		1995	2012
5917927	KU-59652	4/21/2006					Preclinical	ATM Kinase Inhibitor; Serine-threonine kinase receptor inhibitor	CCD	Preclinical - Cancer, Retrovirus infection		Preclinical		ASTRAZENECA PLC	5917927		1995	2006
5915954	CB-3717	9/1/2003					Phase II	Thymidylate synthase inhibitor	CCD	Phase II - Colorectal cancer		Phase II		ASTRAZENECA	5915954		1995	2003
5918877	AZD6067	9/25/2007					Preclinical	Protease inhibitor	CCD	Preclinical - Chronic obstructive pulmonary disease		Preclinical		ASTRAZENECA PLC	5918877		1995	2007
5918878	AZD7928	8/13/2007					Discontinued	Anti-inflammatory	CCD	Discontinued - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease		Discontinued; Preclinical		ASTRAZENECA PLC	5918878		1995	2007
5918879	AZD1744	April 24, 2014					Phase I	C-C CHEMOKINE RECEPTOR 3 ANTAGONIST; HISTAMINE H1 RECEPTOR ANTAGONIST	CCD	Phase I - ASTHMA, CHRONIC OBSTRUCTIVE PULMONARY DISEASE; Preclinical - ASTHMA, RHINITIS		Phase I; Preclinical		ASTRAZENECA PLC	5918879		1995	2014
5918880	AZD3825	9/25/2007					Preclinical	Anti-inflammatory	CCD	Preclinical - Asthma		Preclinical		ASTRAZENECA PLC	5918880		1995	2007
5918890	AZD3241	June 04, 2014					Phase II	Myeloperoxidase inhibitor	CCD	Phase II - Parkinson's disease		Phase II		ASTRAZENECA PLC	5918890		1995	2014
5918891	AZD7512	9/8/2006					Preclinical		CCD	Preclinical - Anxiety disorder, Major depressive disorder		Preclinical		ASTRAZENECA PLC	5918891		1995	2006
5918892	AZD9935	6/21/2006					Preclinical	VEGF antagonist; EGFR family tyrosine kinase receptor inhibitor; Angiogenesis inhibitor	CCD	Preclinical - Solid tumor		Preclinical		ASTRAZENECA PLC	5918892		1995	2006
5918893	AZD-8797	2/13/2007					Preclinical	CNS modulator	CCD	Preclinical - Multiple sclerosis		Preclinical		ASTRAZENECA PLC	5918893		1995	2007
5918895	AZD-8450	6/21/2006					Preclinical	Lipid metabolism modulator	CCD	Preclinical - Lipid metabolism disorder		Preclinical		ASTRAZENECA PLC	5918895		1995	2006
5918896	AZD-8593	6/21/2006					Preclinical	Blood clotting modulator	CCD	Preclinical - Bleeding		Preclinical		ASTRAZENECA PLC	5918896		1995	2006
5919612	AZD-1283	May 15, 2012					Discontinued	Coagulation inhibitor	CCD	Discontinued - Thrombosis		Discontinued		ASTRAZENECA PLC	5919612		1995	2012
